Points:0,Points:1,C
2.6233585e+00,5.1520444e-02,1.1000921e-16
3.6850261e+00,5.2171656e-02,1.3262920e-16
7.4190488e+00,5.2777124e-02,2.8886678e-02
1.3937019e+00,5.3202608e-02,7.4943790e-20
7.6322626e+00,5.3532374e-02,2.1765435e-02
6.9145603e+00,5.3773381e-02,1.8351006e-02
9.2058824e+00,5.3915793e-02,2.0813434e-02
5.9166667e+00,5.4280594e-02,1.1677965e-02
9.5662344e+00,5.5404614e-02,1.7029731e-02
2.4531986e+00,5.5831522e-02,8.9381496e-17
9.8831007e+00,5.8075760e-02,7.0953613e-03
6.2500000e+00,5.8235035e-02,2.0889366e-02
3.1785476e+00,5.8845483e-02,1.2235111e-16
7.0882353e+00,5.9655610e-02,1.4046578e-02
8.3025717e+00,6.1172443e-02,2.1309479e-02
7.9510659e+00,6.2877752e-02,2.3357812e-02
4.0375000e+00,6.3994561e-02,1.5083342e-16
8.4818170e+00,6.5553681e-02,2.2349161e-02
1.0127389e+00,7.0439734e-02,6.3987364e-23
2.2171628e+00,7.6713691e-02,1.0391655e-16
3.4290845e+00,7.7237300e-02,1.1235575e-16
1.1457398e+00,7.9827543e-02,4.6865610e-23
1.8622125e+00,8.3699176e-02,9.7350824e-17
6.6922224e+00,8.5025485e-02,2.0671810e-02
6.7477497e-01,8.5921118e-02,1.5647292e-21
2.7073614e+00,8.6795930e-02,1.0924313e-16
8.9640358e+00,8.8042143e-02,2.0011405e-02
5.5277778e+00,8.8235294e-02,1.0224497e-02
3.7725261e+00,8.8847704e-02,1.3507969e-16
5.6437489e+00,8.9648111e-02,1.1343270e-02
3.2660476e+00,9.0335605e-02,1.1797403e-16
7.7204263e+00,9.0452995e-02,2.0046763e-02
6.8371998e+00,9.1085166e-02,1.8992234e-02
2.3656986e+00,9.3103768e-02,8.7652245e-17
9.2941176e+00,9.3106939e-02,1.8235253e-02
6.0000000e+00,9.3359519e-02,1.3421583e-02
2.8714160e+00,9.4071484e-02,1.0202333e-16
1.4696555e+00,9.4556554e-02,2.7092938e-18
9.4779991e+00,9.4595759e-02,1.9152766e-02
5.8483995e+00,9.5033523e-02,1.0841029e-02
9.6443994e+00,9.5155573e-02,1.6444979e-02
2.1880341e-01,9.5245558e-02,1.1896792e-21
6.1666667e+00,9.7313960e-02,2.1878664e-02
9.7847952e+00,9.7826720e-02,1.5625488e-02
4.7739155e+00,9.7908994e-02,1.5297263e-16
3.6016106e+00,9.7918834e-02,1.2405686e-16
7.3189961e+00,9.8529814e-02,1.8669028e-02
4.2916139e+00,9.9642415e-02,1.4338523e-16
7.8627591e+00,9.9798372e-02,2.2473683e-02
9.1269110e+00,9.9886837e-02,2.0552876e-02
3.9500000e+00,1.0067061e-01,1.3467587e-16
5.7143707e+00,1.0098928e-01,1.1907631e-02
8.2096597e+00,1.0155107e-01,2.1116348e-02
1.2899673e+00,1.0286076e-01,6.6863820e-21
4.7391006e-02,1.0294656e-01,1.1661930e-21
8.1050943e-01,1.0299909e-01,1.6226217e-21
8.0346244e+00,1.0325638e-01,2.1047482e-02
2.9526605e+00,1.0422604e-01,1.1171848e-16
3.1104617e+00,1.0427552e-01,1.1597509e-16
6.3271992e+00,1.0430136e-01,2.1241668e-02
8.8108520e+00,1.0489433e-01,1.9688373e-02
7.1646532e+00,1.0540830e-01,2.0020732e-02
8.8091369e-01,1.0587411e-01,1.8557431e-21
1.6382769e+00,1.0707386e-01,1.0712447e-16
2.5265570e+00,1.0735197e-01,1.0894382e-16
2.0879489e+00,1.0746681e-01,1.0828752e-16
4.9514116e+00,1.0831903e-01,9.5423140e-17
1.7175914e+00,1.0866769e-01,1.0474895e-16
2.0124528e+00,1.0877677e-01,9.8074087e-17
8.7228190e+00,1.1118284e-01,2.2000100e-02
6.9995277e+00,1.1342899e-01,1.7218553e-02
8.5544383e+00,1.1391329e-01,2.1144192e-02
4.1226997e+00,1.1488327e-01,1.2541280e-16
9.9419242e+00,1.1689929e-01,1.9449835e-02
4.4025172e-01,1.1936009e-01,1.5970310e-21
5.2853175e-01,1.2003133e-01,1.6628786e-21
6.4737524e+00,1.2149200e-01,2.1494341e-02
4.4526411e+00,1.2183056e-01,1.5028240e-16
4.5437308e+00,1.2219063e-01,1.6306636e-16
6.5550249e+00,1.2313938e-01,2.1516272e-02
8.3726240e+00,1.2672612e-01,2.1615489e-02
7.4726228e+00,1.3193075e-01,2.7906813e-02
7.5681896e+00,1.3268600e-01,2.1557990e-02
1.0295374e+00,1.3989768e-01,7.6318204e-23
3.4166838e+00,1.4823975e-01,1.0246143e-16
5.5881933e+00,1.4847164e-01,1.2470295e-02
1.1069827e+00,1.4928549e-01,2.3192750e-22
2.7128147e+00,1.6073133e-01,9.8739266e-17
2.2435057e+00,1.6122936e-01,8.8564777e-17
3.3119802e+00,1.6133806e-01,1.0346993e-16
6.7200001e+00,1.6513856e-01,2.1341912e-02
2.8185359e+00,1.6800688e-01,9.6686391e-17
1.8679205e+00,1.6873445e-01,9.9513164e-17
8.9681417e+00,1.7040270e-01,1.9410429e-02
3.7911333e+00,1.7117815e-01,1.1648279e-16
6.8094221e+00,1.7119824e-01,2.1287602e-02
1.4650636e+00,1.7466268e-01,3.0817468e-18
2.4464303e-01,1.7664073e-01,1.2046816e-21
2.3337082e+00,1.7761944e-01,8.5912695e-17
6.0255663e+00,1.8033288e-01,2.0163450e-02
9.4635667e+00,1.8044111e-01,1.8945896e-02
4.7481220e+00,1.8153181e-01,1.4682971e-16
6.7818052e-01,1.8156351e-01,1.4871140e-21
9.2934116e+00,1.8193145e-01,1.8820645e-02
6.1366774e+00,1.8428732e-01,2.1022711e-02
8.1613766e+00,1.8710457e-01,1.8267531e-02
1.5753517e+00,1.8717999e-01,4.1114736e-17
8.8737813e+00,1.8725489e-01,1.9263068e-02
9.1146064e+00,1.8792422e-01,1.9874055e-02
8.0451649e+00,1.8880988e-01,1.8251888e-02
7.7369894e+00,1.8982461e-01,2.0260650e-02
2.1726252e+00,1.9198248e-01,8.9052439e-17
1.7816327e+00,1.9370296e-01,1.0210892e-16
1.9598275e+00,1.9381204e-01,9.9320277e-17
9.6629016e+00,1.9430050e-01,1.8216022e-02
7.2950374e+00,1.9446215e-01,2.1290084e-02
3.0056470e+00,1.9591178e-01,9.2575445e-17
3.1051149e+00,1.9596126e-01,9.2424947e-17
4.9195682e+00,1.9666776e-01,1.2497452e-16
9.1898937e-01,1.9680506e-01,1.5998716e-21
9.7444738e+00,1.9697165e-01,1.8099361e-02
4.2929950e+00,1.9778004e-01,1.3341402e-16
1.2621895e+00,1.9838977e-01,2.0493162e-20
5.8400208e+00,1.9841294e-01,1.7017356e-02
7.5835943e-01,1.9864148e-01,1.5597454e-21
3.9513954e+00,1.9891330e-01,1.1714886e-16
7.8204986e+00,1.9916999e-01,2.1367905e-02
3.5962945e+00,1.9918041e-01,9.6401146e-17
9.8480537e-01,2.0065923e-01,2.2625627e-22
7.1995181e+00,2.0134063e-01,2.0555314e-02
5.7615475e+00,2.0436869e-01,1.6946827e-02
8.6741651e+00,2.0970086e-01,1.9423080e-02
4.1305352e+00,2.1074262e-01,1.2445167e-16
9.9062087e+00,2.1127073e-01,1.0198096e-02
2.5225847e+00,2.1136890e-01,8.8757549e-17
9.2790132e-02,2.1207773e-01,1.1015867e-21
8.5646079e+00,2.1243131e-01,1.9359422e-02
9.3672145e+00,2.1386101e-01,1.8659398e-02
1.1630638e+00,2.1464511e-01,6.1397150e-21
9.0304769e+00,2.1636898e-01,1.9136345e-02
4.5934536e+00,2.1651576e-01,1.6068600e-16
3.8825025e+00,2.1724918e-01,1.1604521e-16
3.4988677e+00,2.1801121e-01,9.6365022e-17
3.9626243e-01,2.1985876e-01,1.5064500e-21
4.3956888e+00,2.1996819e-01,1.3452918e-16
4.8354414e+00,2.2076676e-01,1.4810760e-16
6.3271312e+00,2.2146932e-01,2.0616594e-02
3.2931323e+00,2.2434393e-01,8.6204221e-17
4.6714333e+00,2.2706172e-01,1.6203934e-16
5.6098343e+00,2.2821797e-01,1.5608694e-02
2.6248393e+00,2.2947277e-01,8.6248640e-17
6.8469018e+00,2.2970692e-01,2.1709739e-02
3.1992939e-01,2.2974839e-01,1.4173827e-21
7.4309323e+00,2.3021890e-01,2.3131932e-02
2.8353248e+00,2.3117265e-01,8.8749430e-17
6.9968061e+00,2.3131941e-01,2.1521104e-02
5.3282131e-01,2.3148576e-01,1.7531182e-21
6.5984984e+00,2.3360490e-01,2.1661357e-02
1.7418531e-01,2.3791735e-01,1.1107842e-21
6.6741674e+00,2.3829230e-01,2.1601450e-02
6.4634476e+00,2.3852208e-01,2.0845871e-02
3.7423696e+00,2.3900340e-01,9.7369275e-17
1.4043606e+00,2.3980083e-01,3.2063040e-18
2.3719272e+00,2.4405811e-01,8.8506455e-17
4.2194163e+00,2.4488569e-01,1.2443556e-16
3.1835195e+00,2.4502722e-01,8.4207564e-17
8.3447997e+00,2.4611494e-01,1.8882010e-02
7.3533996e+00,2.4699761e-01,2.1588354e-02
7.5966702e+00,2.4822346e-01,1.7882709e-02
2.9411914e+00,2.4892299e-01,8.7659449e-17
9.8070638e+00,2.5159213e-01,1.7084689e-02
8.1846522e+00,2.5428400e-01,1.7999852e-02
1.3256192e+00,2.5522371e-01,4.7892432e-19
6.0072087e-01,2.5562261e-01,1.7329814e-21
9.1558643e+00,2.5672163e-01,1.9650358e-02
9.2262864e+00,2.5750876e-01,1.9504050e-02
6.1735214e+00,2.5770480e-01,2.0640694e-02
3.6601130e+00,2.5793454e-01,9.4083183e-17
4.0467309e+00,2.5809660e-01,1.0650851e-16
5.9826429e+00,2.5846140e-01,2.1097542e-02
8.8316938e+00,2.6020975e-01,1.9545546e-02
9.5203631e+00,2.6177023e-01,1.8836932e-02
2.4582785e+00,2.6355937e-01,8.9390753e-17
1.5694571e+00,2.6408473e-01,4.3105189e-17
7.9704759e+00,2.6535969e-01,1.8070481e-02
4.9681566e+00,2.6692016e-01,1.2366493e-16
6.9275136e+00,2.6748426e-01,2.1327858e-02
7.6773063e+00,2.6844146e-01,2.0237785e-02
9.9642844e+00,2.7084203e-01,1.5744919e-02
2.1819747e+00,2.7207207e-01,8.2739902e-17
5.7125666e+00,2.7277386e-01,1.6919282e-02
1.0213064e+00,2.7409239e-01,1.3822703e-21
5.8931424e+00,2.7486746e-01,2.1464728e-02
9.6121212e+00,2.7506981e-01,1.8177878e-02
1.9610482e+00,2.7555087e-01,8.9437399e-17
4.5399126e-02,2.7579783e-01,1.1623040e-21
8.7201105e+00,2.7636722e-01,1.9353229e-02
7.1719713e+00,2.7737387e-01,2.0569744e-02
1.1221196e+00,2.7869046e-01,6.0723798e-21
8.6651574e-01,2.7917380e-01,1.3706815e-21
7.8588514e+00,2.7917781e-01,1.8337045e-02
6.4001597e+00,2.8026437e-01,2.0861929e-02
1.7848683e+00,2.8140702e-01,9.2163030e-17
4.5136181e-01,2.8345864e-01,1.6956160e-21
7.7629005e-01,2.8388525e-01,1.4326065e-21
5.5494187e+00,2.8562869e-01,1.5170402e-02
6.2589982e+00,2.8789940e-01,2.0175514e-02
8.2639344e+00,2.8811932e-01,1.8207523e-02
7.5109524e+00,2.9297924e-01,2.0370435e-02
8.9862954e+00,2.9349975e-01,1.9413744e-02
3.3747558e+00,2.9695183e-01,7.9958769e-17
4.8315684e+00,2.9800011e-01,1.5794387e-16
7.0755614e+00,2.9933196e-01,2.2327525e-02
6.5408329e+00,3.0292128e-01,2.0830734e-02
3.4757876e+00,3.0371742e-01,8.2483638e-17
8.5191934e+00,3.0374553e-01,1.8177532e-02
4.4109660e+00,3.0392832e-01,1.2766978e-16
1.4696066e+00,3.0485691e-01,1.1257573e-17
4.6899533e+00,3.0692913e-01,1.6917273e-16
2.7538277e+00,3.0869778e-01,7.5629447e-17
6.8170515e+00,3.1014312e-01,2.1699929e-02
9.3542030e+00,3.1205444e-01,1.8946314e-02
4.5666207e+00,3.1291439e-01,1.4441624e-16
2.6490634e+00,3.1427346e-01,7.5746931e-17
1.6276401e+00,3.1933695e-01,4.0056851e-17
3.1622649e+00,3.1942222e-01,7.1121628e-17
8.1156155e+00,3.2034163e-01,1.8104476e-02
8.8818727e+00,3.2048833e-01,1.9688526e-02
2.9621629e+00,3.2292236e-01,7.1640572e-17
8.4223759e+00,3.2461633e-01,1.7769124e-02
6.7337391e+00,3.2478818e-01,2.1634364e-02
2.1114377e+00,3.2556394e-01,8.2039235e-17
9.8110092e+00,3.2633585e-01,1.6625234e-02
4.0443626e+00,3.2838450e-01,8.2798599e-17
2.0278129e+00,3.2852314e-01,8.4610578e-17
8.0176509e+00,3.2971200e-01,1.8176089e-02
2.7105484e-01,3.3101460e-01,1.2581478e-21
1.7160848e+00,3.3173009e-01,6.8250275e-17
7.3517819e+00,3.3203833e-01,2.1011367e-02
3.8706306e+00,3.3315250e-01,7.6923597e-17
4.9156952e+00,3.3342491e-01,1.5389000e-16
6.1160949e+00,3.3411031e-01,2.0497958e-02
4.2167963e+00,3.3584781e-01,9.4193722e-17
9.8559285e-01,3.3598855e-01,1.3391943e-21
1.8723768e+00,3.3817733e-01,9.3576439e-17
4.7627689e+00,3.3863256e-01,1.7477727e-16
6.0363275e+00,3.3882135e-01,2.0577455e-02
3.7913049e+00,3.3941111e-01,7.7956156e-17
1.9377659e-01,3.3964711e-01,1.1690360e-21
9.2720984e+00,3.4097754e-01,1.8875206e-02
9.4411173e+00,3.4375019e-01,1.8567320e-02
2.3185455e+00,3.4398262e-01,7.9418643e-17
9.9101541e+00,3.4483798e-01,1.7297493e-02
8.9661816e-01,3.4492413e-01,1.3951858e-21
1.3109748e+00,3.4515366e-01,5.7908232e-19
6.8976633e+00,3.4792046e-01,2.1716614e-02
9.0971976e+00,3.4875545e-01,1.8727243e-02
5.9420805e-01,3.5110461e-01,1.7550001e-21
4.4969226e+00,3.5130310e-01,1.2939557e-16
3.6565837e+00,3.5159931e-01,7.4526128e-17
4.3541445e-01,3.5373395e-01,1.6528160e-21
2.4591921e+00,3.5520466e-01,7.6214839e-17
7.2658731e+00,3.5553611e-01,2.0932041e-02
9.0117582e+00,3.5708880e-01,1.8519150e-02
3.0603306e+00,3.5772159e-01,6.8703753e-17
2.2485054e+00,3.5980273e-01,7.9041707e-17
1.1508693e+00,3.6074495e-01,9.9962579e-21
6.8959833e-01,3.6228928e-01,1.7524027e-21
3.3451788e+00,3.6268102e-01,7.1167629e-17
3.2423007e+00,3.6446812e-01,6.9033473e-17
4.6280844e+00,3.6881872e-01,1.4516259e-16
5.7158294e+00,3.6976775e-01,1.5684514e-02
8.7039136e+00,3.6978968e-01,1.9086259e-02
4.1255469e+00,3.7199265e-01,8.2062454e-17
7.6884673e+00,3.7225810e-01,2.0279556e-02
7.5100055e+00,3.7230110e-01,2.0946399e-02
4.3056522e+00,3.7270230e-01,9.2059190e-17
2.8854067e+00,3.7335391e-01,6.6611037e-17
1.4593229e+00,3.7394689e-01,1.0736686e-17
8.2323679e+00,3.7618151e-01,1.8478544e-02
2.7829380e+00,3.7687968e-01,6.7759599e-17
3.5696851e+00,3.7855140e-01,7.1879473e-17
5.8758127e+00,3.7870687e-01,2.0617256e-02
9.6267738e+00,3.8004148e-01,1.8291635e-02
7.8347573e+00,3.8124150e-01,1.7898445e-02
8.1407862e+00,3.8402276e-01,1.8047338e-02
5.6130971e+00,3.8403539e-01,1.5972632e-02
3.9371551e+00,3.8510452e-01,6.8766794e-17
4.5399126e-02,3.8690894e-01,1.0310574e-21
6.2433264e+00,3.8871740e-01,2.0373668e-02
6.5228596e+00,3.8984470e-01,2.0533815e-02
1.2301611e+00,3.9017401e-01,1.4706108e-19
3.3144052e-01,3.9140028e-01,1.3761938e-21
9.7217294e+00,3.9234070e-01,1.9167021e-02
8.6125537e+00,3.9443755e-01,1.8901049e-02
7.4283677e+00,3.9458148e-01,2.1321452e-02
8.8493689e+00,3.9627504e-01,1.9395925e-02
6.4237626e+00,3.9654714e-01,2.0663070e-02
5.1036113e-01,3.9724308e-01,1.6608634e-21
1.3794325e+00,3.9882076e-01,3.9863467e-18
2.5889008e+00,4.0135358e-01,7.1505820e-17
3.7375278e+00,4.0291710e-01,7.3192753e-17
6.7040247e+00,4.0420335e-01,2.0882726e-02
6.1581901e+00,4.0618999e-01,1.9782413e-02
2.3713147e+00,4.0694375e-01,7.4241407e-17
7.9829274e+00,4.0860929e-01,1.9433879e-02
7.0760636e+00,4.0960386e-01,2.2352765e-02
6.9272418e+00,4.1099714e-01,2.2041273e-02
1.0078355e+00,4.1133191e-01,1.7951750e-21
2.5120971e+00,4.1250925e-01,7.2553503e-17
9.2397859e+00,4.1621377e-01,1.9128542e-02
5.7879699e+00,4.1872966e-01,1.9641898e-02
7.7634290e+00,4.2166208e-01,1.7760806e-02
9.9041198e+00,4.2332170e-01,1.6078509e-02
4.9475385e+00,4.2364762e-01,1.7174388e-16
9.1353072e+00,4.2477881e-01,1.8705322e-02
1.1238142e-01,4.2491860e-01,1.1674462e-21
8.9368414e+00,4.2719869e-01,1.8906033e-02
1.5938353e+00,4.2747598e-01,3.4961559e-17
6.0206269e+00,4.2810455e-01,2.0078697e-02
9.4615589e+00,4.2836613e-01,1.8664876e-02
4.7712768e+00,4.2862690e-01,1.7494891e-16
8.7829932e+00,4.2941893e-01,1.8799022e-02
1.8705796e+00,4.3013467e-01,9.8330991e-17
7.6068843e+00,4.3136196e-01,2.0256042e-02
1.0722988e+00,4.3149025e-01,7.4911184e-21
6.5867834e+00,4.3234286e-01,2.0748000e-02
7.1208665e-01,4.3461246e-01,1.9548790e-21
8.7929377e-01,4.3491378e-01,1.6823795e-21
2.0009654e+00,4.3543284e-01,8.5445125e-17
1.7345445e+00,4.3679315e-01,7.4245885e-17
7.2630476e+00,4.3715828e-01,2.1652664e-02
3.0596879e+00,4.4037029e-01,5.7707903e-17
8.0685925e+00,4.4091548e-01,1.8704265e-02
1.5253686e+00,4.4131374e-01,1.1806340e-17
2.1339105e+00,4.4156291e-01,7.9008349e-17
8.3799695e+00,4.4354527e-01,1.7096601e-02
3.2101575e+00,4.4381887e-01,5.6997686e-17
3.3638340e+00,4.4439260e-01,5.7376416e-17
6.2904343e+00,4.4445394e-01,2.0942331e-02
7.9116582e+00,4.4632067e-01,1.9751194e-02
7.0168902e+00,4.4671506e-01,2.1853603e-02
6.3791304e+00,4.4775000e-01,2.0254147e-02
4.4806258e+00,4.4951763e-01,9.0149568e-17
5.5636784e+00,4.5134788e-01,1.6032655e-02
9.5554574e+00,4.5135784e-01,1.8770207e-02
5.9496126e+00,4.5158400e-01,2.0369799e-02
4.3181933e+00,4.5161472e-01,7.3908561e-17
8.2708268e+00,4.5310607e-01,1.7339143e-02
2.9024426e+00,4.5772984e-01,5.7781963e-17
2.2029214e+00,4.5931139e-01,7.8389137e-17
4.6321259e+00,4.6017196e-01,1.3613623e-16
5.0866008e-01,4.6049123e-01,1.6832637e-21
3.5280404e+00,4.6114457e-01,5.6234018e-17
6.7525110e+00,4.6520965e-01,2.1197459e-02
3.9382443e+00,4.6590256e-01,5.6698567e-17
9.9582501e+00,4.6697280e-01,1.5169490e-02
7.1696481e+00,4.6926795e-01,2.2304948e-02
4.1201824e+00,4.6989430e-01,5.7944802e-17
6.1034340e+00,4.6995014e-01,1.9492571e-02
2.7594654e+00,4.7109877e-01,6.1407616e-17
8.1299168e-01,4.7152525e-01,1.5276442e-21
9.7376678e+00,4.7412828e-01,1.7933869e-02
1.9324036e+00,4.7441791e-01,8.8217393e-17
8.6123640e+00,4.7694085e-01,1.8822004e-02
4.8719196e+00,4.7821715e-01,1.8407326e-16
1.8015307e+00,4.7842741e-01,7.7698852e-17
9.5104340e-01,4.7854900e-01,2.0167923e-21
3.3852852e-01,4.7929792e-01,1.1038060e-21
1.6573371e+00,4.8000027e-01,4.4149234e-17
4.4072104e+00,4.8105527e-01,7.3678048e-17
3.1294790e+00,4.8142167e-01,5.6238888e-17
6.8912013e+00,4.8248429e-01,2.1247722e-02
1.3511966e+00,4.8623743e-01,3.1133106e-18
9.8209132e+00,4.8660715e-01,1.7222525e-02
3.2735052e+00,4.8678596e-01,5.6152995e-17
2.6285799e+00,4.8750126e-01,6.1751802e-17
4.7025026e+00,4.8827670e-01,1.4366778e-16
1.2449536e+00,4.8855377e-01,2.1490920e-19
2.9785562e+00,4.8994699e-01,5.7740869e-17
3.4171842e+00,4.9151571e-01,5.6628951e-17
8.9491199e+00,4.9265487e-01,1.8846944e-02
6.8267966e+00,4.9505898e-01,2.0905317e-02
2.0680036e+00,4.9696695e-01,8.5966460e-17
3.7214409e+00,4.9714587e-01,5.5040845e-17
9.2799037e+00,5.0010356e-01,1.9264932e-02
4.5543655e+00,5.0248217e-01,8.5758551e-17
4.4080139e-01,5.0487973e-01,1.0911318e-21
2.3826165e+00,5.0563086e-01,6.7980955e-17
9.3777551e+00,5.0650410e-01,1.9647345e-02
4.0400873e+00,5.0708419e-01,5.6427424e-17
7.4345076e+00,5.0739309e-01,2.1032583e-02
6.5660536e+00,5.0748582e-01,2.0408324e-02
8.5276631e+00,5.0932915e-01,1.7942051e-02
1.0964823e-01,5.1023187e-01,9.4388532e-22
2.4780903e+00,5.1089034e-01,6.9094286e-17
9.1069621e+00,5.1095106e-01,1.9271665e-02
8.4276821e+00,5.1279044e-01,1.7915873e-02
1.0857421e+00,5.1303545e-01,1.4577982e-20
6.6139923e-01,5.1592412e-01,2.2954154e-21
2.8380440e+00,5.1759481e-01,6.0654767e-17
2.7022752e+00,5.1914609e-01,5.8488388e-17
8.0649165e+00,5.2161205e-01,1.7521532e-02
7.5964963e+00,5.2234779e-01,1.9628156e-02
5.8253830e-01,5.2266112e-01,1.7030718e-21
7.3550963e+00,5.2647212e-01,2.1768787e-02
8.8077078e+00,5.2671695e-01,1.8697366e-02
4.2642478e+00,5.2678401e-01,5.6987442e-17
3.5988520e+00,5.2842125e-01,5.4355588e-17
6.4073517e+00,5.3171775e-01,2.0316934e-02
5.7773766e+00,5.3270629e-01,2.0484491e-02
3.8706068e+00,5.3289502e-01,5.0210091e-17
5.9361855e+00,5.3476046e-01,2.1122184e-02
9.0291063e+00,5.3544831e-01,1.8838734e-02
6.2774633e+00,5.3841121e-01,2.0654335e-02
7.9088537e+00,5.3877731e-01,1.9666880e-02
7.7590060e+00,5.3897318e-01,1.8345966e-02
5.6057680e+00,5.3958318e-01,1.4846723e-02
6.1273052e+00,5.3972289e-01,2.0722520e-02
1.1791052e+00,5.4066991e-01,1.7029259e-19
6.7221639e+00,5.4073403e-01,2.0339346e-02
2.2298943e+00,5.4322734e-01,6.9891195e-17
1.4824335e+00,5.4327749e-01,7.2509590e-18
4.1944632e+00,5.4349497e-01,5.5043922e-17
6.4850322e+00,5.4909328e-01,2.0469048e-02
7.0086750e+00,5.4935865e-01,2.1600361e-02
8.6842302e+00,5.5052199e-01,1.9333323e-02
2.8615159e-01,5.5214932e-01,8.4688174e-22
3.7741049e+00,5.5258436e-01,5.2143676e-17
6.6529478e+00,5.5487070e-01,2.0512152e-02
8.1162245e-01,5.5580402e-01,1.8789546e-21
9.5503792e+00,5.5715965e-01,1.9038755e-02
9.6811410e+00,5.5748670e-01,1.8693813e-02
1.9905216e-01,5.5819747e-01,8.3613600e-22
1.6802415e+00,5.5842106e-01,4.2476281e-17
3.2600464e+00,5.5847296e-01,5.6962973e-17
8.8863620e+00,5.5902925e-01,1.8894514e-02
8.2186199e+00,5.6134798e-01,1.7891168e-02
1.7750782e+00,5.6155473e-01,5.9563469e-17
2.3278229e+00,5.6160103e-01,6.7100491e-17
3.1230599e+00,5.6181673e-01,5.3230788e-17
1.3881519e+00,5.6332731e-01,3.1919648e-18
9.1974449e+00,5.6365969e-01,1.8800698e-02
9.9124327e+00,5.6388923e-01,1.6900721e-02
4.5383025e+00,5.6630927e-01,7.3272739e-17
9.6852570e-01,5.6806108e-01,3.3938943e-21
9.8292261e+00,5.6835115e-01,1.7154150e-02
6.9399990e+00,5.6880872e-01,2.1626684e-02
7.1962448e+00,5.6944652e-01,2.2041856e-02
6.7964495e+00,5.7058336e-01,2.0151765e-02
2.5920527e+00,5.7070071e-01,6.3019704e-17
1.9458271e+00,5.7089638e-01,8.8612301e-17
4.3934973e+00,5.7342531e-01,6.1591673e-17
6.2155117e+00,5.7459156e-01,2.0799978e-02
5.8517922e+00,5.7585995e-01,2.1732714e-02
7.5057573e+00,5.7609854e-01,1.9991491e-02
2.9857151e+00,5.7621792e-01,5.5793761e-17
4.8707911e+00,5.7655196e-01,1.9040459e-16
2.0393420e+00,5.7792810e-01,9.0950622e-17
7.2875246e-01,5.7883418e-01,2.2289136e-21
3.3933214e+00,5.7888263e-01,5.4874211e-17
4.6787177e-01,5.7959618e-01,9.0688059e-22
5.6979071e+00,5.8046864e-01,1.9505558e-02
6.3490662e+00,5.8049388e-01,2.0092864e-02
7.6736563e+00,5.8055504e-01,1.9787062e-02
7.9764468e+00,5.8176249e-01,1.8319943e-02
8.7587080e+00,5.8182464e-01,1.9101947e-02
1.0387612e+00,5.8238919e-01,1.4860123e-20
2.5183668e+00,5.8293412e-01,6.5024082e-17
4.2665941e-02,5.8333333e-01,9.1300832e-22
8.1267153e+00,5.8479200e-01,1.7201948e-02
9.4011675e+00,5.8717178e-01,1.9647361e-02
8.5499043e+00,5.8726653e-01,1.9034906e-02
7.8275298e+00,5.9100924e-01,1.9312835e-02
5.9897508e+00,5.9333678e-01,1.9556285e-02
5.5376549e-01,5.9515063e-01,9.7267170e-22
3.1902795e+00,5.9590094e-01,5.2867036e-17
6.0681015e+00,5.9736618e-01,1.9937330e-02
4.6975452e+00,6.0251069e-01,1.3482533e-16
2.8456651e+00,6.0277389e-01,6.3506789e-17
