Points:0,Points:1,C
3.2642694e+00,1.5226420e-01,2.2934150e-02
5.3757947e+00,1.5234521e-01,5.9593623e-04
3.6030018e+00,1.5238687e-01,2.3837179e-02
8.3906690e-01,1.5301376e-01,2.1651158e-06
9.8242506e+00,1.5528698e-01,4.0013816e-14
8.6557247e+00,1.5546365e-01,3.4341690e-12
8.7685066e+00,1.5548481e-01,1.0596584e-12
4.8944107e-01,1.5576770e-01,1.9996901e-06
4.8282560e+00,1.5577574e-01,2.0427224e-02
8.1822274e+00,1.5690032e-01,2.5182569e-10
9.7042402e+00,1.5799263e-01,3.8978157e-14
9.2302882e+00,1.5843156e-01,5.2760925e-14
9.3487023e+00,1.5904451e-01,4.1247774e-14
9.4671422e+00,1.5911993e-01,3.6893567e-14
4.1764952e+00,1.5922790e-01,2.5680048e-02
9.5855541e+00,1.5923094e-01,3.6797465e-14
8.5377911e+00,1.6008342e-01,1.1622482e-11
8.0638134e+00,1.6008904e-01,1.3034623e-09
7.1142136e+00,1.6082399e-01,3.3992292e-07
3.4482682e+00,1.6163898e-01,2.2506230e-02
6.7644052e+00,1.6245724e-01,1.7218111e-06
6.6381053e+00,1.6303427e-01,1.8969902e-06
4.4127889e+00,1.6335627e-01,2.7956667e-02
3.3757152e+00,1.6366481e-01,2.2280320e-02
9.1118642e+00,1.6385444e-01,9.1431600e-14
5.5916920e+00,1.6388385e-01,7.8355813e-05
3.7954151e+00,1.6416680e-01,2.3526927e-02
4.2952068e+00,1.6421441e-01,2.6164595e-02
6.1413819e+00,1.6424479e-01,9.1547647e-06
3.9479484e+00,1.6434998e-01,2.5433393e-02
7.2298928e+00,1.6450864e-01,2.4175913e-07
8.2939611e+00,1.6451488e-01,9.7219716e-11
8.8811161e+00,1.6462554e-01,4.1560976e-13
6.5317603e+00,1.6467365e-01,3.9243223e-06
4.0246289e+00,1.6500272e-01,2.4745007e-02
6.4646330e+00,1.6515850e-01,4.1078772e-06
3.7238516e+00,1.6519471e-01,2.3784532e-02
1.6135390e+00,1.6520314e-01,2.3711389e-06
8.4140490e+00,1.6565899e-01,4.0521281e-11
4.5245902e+00,1.6569390e-01,2.4970944e-02
6.2437985e+00,1.6666429e-01,6.6773923e-06
4.6417765e+00,1.6678385e-01,2.4813208e-02
6.3091396e+00,1.6687685e-01,6.5405905e-06
1.3954923e-01,1.6708947e-01,1.1420312e-06
6.9277467e+00,1.6719893e-01,8.2498254e-07
2.9332084e-01,1.6730864e-01,1.6920199e-06
7.9371090e+00,1.6739576e-01,4.3708586e-09
5.7423443e+00,1.6765166e-01,2.5156292e-05
2.7692667e-02,1.6780034e-01,1.3350038e-06
7.3421818e+00,1.6801141e-01,1.8527254e-07
7.5725560e+00,1.6825316e-01,5.7049414e-08
7.4551947e+00,1.6867705e-01,1.1870755e-07
7.6915781e+00,1.6960128e-01,2.5776106e-08
8.9946648e+00,1.6963811e-01,1.9073447e-13
5.0406914e+00,1.6988299e-01,8.6517537e-03
7.8136627e+00,1.6989597e-01,1.2165111e-08
5.9143353e+00,1.7076698e-01,1.6782387e-05
6.0298917e+00,1.7105511e-01,1.1259832e-05
6.5452884e-01,1.7125589e-01,2.2509349e-06
6.9999125e+00,1.7135229e-01,7.6111216e-07
1.9515800e-01,1.7144185e-01,1.2008657e-06
1.1408311e+00,1.7232421e-01,2.0885575e-06
3.0309428e+00,1.7382527e-01,1.8983154e-02
4.7592985e+00,1.7492633e-01,2.5389478e-02
1.2585260e+00,1.7502985e-01,2.1275914e-06
5.8049550e+00,1.7506405e-01,2.4383022e-05
1.4899527e+00,1.7547663e-01,2.2703327e-06
5.3091323e+00,1.7593169e-01,1.5877708e-03
5.1965388e+00,1.7684923e-01,3.7237503e-03
1.8353700e+00,1.7748689e-01,2.6740517e-06
9.9624582e+00,1.7911106e-01,4.0385648e-14
1.3727775e+00,1.7913278e-01,2.1557258e-06
1.9665594e+00,1.8015475e-01,2.8169285e-06
1.7643876e+00,1.8067430e-01,2.6992778e-06
1.0226704e+00,1.8145002e-01,2.0773626e-06
4.9368476e+00,1.8176754e-01,1.6861549e-02
5.5312838e-01,1.8424382e-01,2.2158386e-06
5.0894152e+00,1.8631803e-01,8.5733803e-03
9.0684310e-01,1.8636186e-01,2.1025387e-06
7.4834845e-01,1.8962358e-01,2.1000334e-06
3.8951587e-01,1.9498639e-01,1.8733196e-06
5.4755565e+00,1.9532608e-01,3.2450121e-04
5.4139046e+00,1.9805280e-01,5.8642430e-04
7.9975421e-01,1.9818094e-01,2.1379866e-06
4.8755898e+00,2.0030150e-01,2.0916322e-02
4.4745123e-01,2.0156245e-01,1.9654386e-06
4.9868544e+00,2.1018855e-01,1.6804589e-02
9.8206666e+00,2.1212548e-01,4.1689554e-14
3.1364428e+00,2.1433071e-01,1.8218421e-02
3.5910549e+00,2.1536164e-01,2.5108851e-02
9.7068914e+00,2.1877187e-01,3.9139124e-14
3.2496235e+00,2.1888151e-01,2.3673011e-02
9.2358930e+00,2.2025972e-01,5.1590708e-14
9.3537027e+00,2.2039602e-01,3.9071561e-14
8.6642755e+00,2.2048991e-01,5.8608794e-12
9.4718525e+00,2.2054737e-01,3.2500542e-14
9.5901421e+00,2.2069837e-01,3.3831699e-14
2.7952412e-01,2.2211540e-01,1.8200221e-06
3.4703406e+00,2.2240084e-01,2.4689827e-02
1.1175375e-01,2.2305860e-01,1.5281878e-06
5.7484737e-02,2.2337676e-01,1.3549908e-06
8.7762411e+00,2.2347274e-01,1.8683143e-12
8.1919867e+00,2.2394947e-01,9.4624720e-10
3.3590339e+00,2.2434751e-01,2.3626052e-02
6.1576577e+00,2.2442320e-01,1.4548054e-05
8.5451851e+00,2.2451269e-01,2.1259436e-11
6.2181541e+00,2.2476590e-01,1.3930180e-05
4.1656958e+00,2.2499491e-01,2.3264699e-02
2.2196159e-01,2.2523359e-01,1.4409874e-06
6.6199316e+00,2.2539056e-01,8.9540446e-06
6.5552715e+00,2.2561566e-01,8.9188973e-06
9.1206065e+00,2.2572183e-01,9.4900698e-14
8.0720816e+00,2.2588599e-01,3.5396215e-09
5.7276600e+00,2.2656901e-01,6.9475673e-05
3.8179712e+00,2.2659221e-01,2.5944981e-02
6.4427709e+00,2.2679872e-01,1.0296342e-05
3.9319614e+00,2.2720190e-01,2.5677141e-02
3.7087129e+00,2.2739325e-01,2.5243216e-02
6.3261167e+00,2.2742711e-01,1.3060383e-05
7.1262023e+00,2.2776199e-01,1.6959887e-06
5.6136640e+00,2.2802355e-01,1.4349357e-04
4.0470707e+00,2.2806584e-01,2.5278774e-02
6.9052978e+00,2.2882395e-01,2.7875068e-06
6.7757615e+00,2.2893452e-01,4.4298799e-06
4.2852742e+00,2.2904125e-01,2.5413606e-02
4.4015433e+00,2.2915858e-01,2.3496936e-02
3.0702371e+00,2.3040758e-01,1.8252511e-02
7.2385896e+00,2.3049583e-01,1.3221186e-06
8.4209656e+00,2.3096579e-01,8.1752624e-11
8.8858066e+00,2.3139942e-01,6.2445986e-13
4.5150304e+00,2.3153294e-01,2.5685189e-02
8.3035332e+00,2.3170219e-01,2.9412323e-10
6.0221870e+00,2.3198768e-01,3.2353608e-05
7.0167321e+00,2.3272884e-01,2.2455442e-06
7.9436938e+00,2.3277669e-01,1.3943484e-08
7.5752846e+00,2.3284010e-01,2.4800085e-07
7.3495207e+00,2.3368721e-01,9.2720336e-07
7.4604607e+00,2.3387332e-01,5.1222356e-07
7.6928560e+00,2.3490117e-01,1.1069990e-07
4.6297257e+00,2.3522377e-01,2.6158115e-02
1.6204015e+00,2.3586410e-01,2.2610357e-06
7.8153389e+00,2.3696739e-01,4.5933882e-08
5.9165387e+00,2.3758127e-01,4.3986432e-05
8.9945318e+00,2.3784742e-01,2.2290879e-13
5.8190690e+00,2.3941597e-01,6.1878181e-05
1.9323804e+00,2.3994125e-01,3.0217108e-06
1.8653144e+00,2.4029647e-01,2.8582455e-06
6.6811219e-01,2.4118391e-01,2.1288870e-06
9.9290547e+00,2.4172039e-01,4.1156338e-14
4.7441192e+00,2.4398852e-01,2.6883852e-02
1.7349680e+00,2.4497400e-01,2.4739661e-06
9.7621845e+00,2.4501402e-01,4.0105205e-14
5.1844828e+00,2.4540939e-01,6.4644273e-03
1.1494052e+00,2.4590458e-01,1.8653258e-06
5.2949759e+00,2.4636597e-01,3.0563690e-03
3.5277031e+00,2.4715957e-01,2.5186353e-02
1.4987106e+00,2.4782642e-01,2.1556371e-06
5.4994529e+00,2.4849589e-01,4.3319213e-04
1.2677025e+00,2.4854541e-01,1.9075830e-06
3.3013519e+00,2.5051837e-01,2.3702175e-02
7.2122919e-01,2.5102671e-01,2.0324887e-06
3.6499763e+00,2.5111811e-01,2.5369294e-02
9.8659530e+00,2.5207811e-01,4.1805185e-14
1.3831865e+00,2.5244048e-01,1.9345823e-06
9.6520114e+00,2.5255213e-01,3.5187324e-14
5.0853967e+00,2.5260525e-01,1.1215014e-02
9.1854330e+00,2.5288575e-01,6.7882749e-14
3.1855308e+00,2.5290293e-01,2.2068424e-02
3.8750953e+00,2.5313935e-01,2.6065499e-02
6.3829805e+00,2.5336053e-01,1.3147502e-05
9.3000913e+00,2.5339545e-01,4.3232921e-14
9.4176408e+00,2.5358532e-01,3.1009144e-14
5.4014280e+00,2.5362169e-01,1.3644901e-03
9.5356341e+00,2.5375342e-01,3.2548255e-14
8.7238980e+00,2.5409984e-01,4.9338202e-12
1.0342340e+00,2.5418203e-01,1.9301579e-06
8.6088436e+00,2.5461182e-01,1.7562471e-11
5.6799847e+00,2.5503322e-01,1.3992652e-04
5.6175626e-01,2.5508475e-01,2.1475670e-06
4.1055368e+00,2.5537651e-01,2.5009903e-02
6.8459911e+00,2.5634446e-01,4.3084000e-06
3.4123348e+00,2.5664147e-01,2.4668751e-02
8.1367705e+00,2.5688570e-01,3.1354910e-09
4.8622031e+00,2.5706851e-01,2.2225000e-02
7.0752028e+00,2.5922009e-01,2.2581991e-06
8.4876022e+00,2.5987066e-01,7.0855660e-11
6.2623955e+00,2.5997490e-01,1.6182934e-05
9.1726861e-01,2.6028676e-01,1.9969742e-06
6.5066004e+00,2.6065661e-01,1.1918396e-05
4.2234752e+00,2.6069665e-01,2.4443799e-02
8.8338348e+00,2.6075088e-01,1.5182467e-12
3.7612294e+00,2.6085473e-01,2.5811384e-02
4.3396069e+00,2.6100820e-01,2.6514919e-02
7.1873998e+00,2.6130747e-01,1.7338763e-06
8.2520651e+00,2.6132784e-01,8.2838092e-10
4.9808929e+00,2.6146690e-01,1.7185842e-02
3.6647849e-01,2.6189835e-01,1.9550322e-06
3.9897231e+00,2.6232902e-01,2.5385426e-02
4.4546152e+00,2.6269569e-01,2.4633719e-02
8.0100505e+00,2.6275079e-01,1.2803406e-08
5.9655904e+00,2.6395214e-01,4.4862989e-05
6.9644547e+00,2.6450292e-01,3.4230125e-06
7.2990109e+00,2.6489171e-01,1.3539756e-06
7.5212309e+00,2.6499871e-01,5.1039733e-07
7.6357458e+00,2.6528789e-01,2.4417714e-07
9.0613822e+00,2.6537453e-01,1.7257339e-13
8.3659543e+00,2.6557530e-01,2.6567219e-10
4.5695703e+00,2.6633516e-01,2.5154930e-02
7.4088483e+00,2.6641919e-01,9.3973083e-07
8.1141653e-01,2.6688152e-01,2.0232525e-06
6.1245520e+00,2.6692528e-01,3.2263005e-05
5.7783626e+00,2.6711809e-01,7.0675592e-05
5.5583282e+00,2.6726391e-01,4.2147579e-04
7.8808361e+00,2.6793708e-01,4.4789600e-08
1.6756804e+00,2.6809427e-01,2.3161220e-06
6.0629133e+00,2.6821587e-01,3.3207786e-05
7.7542126e+00,2.6874731e-01,1.0802159e-07
8.9410061e+00,2.6891297e-01,4.8109217e-13
3.1280758e-01,2.7025457e-01,1.9735127e-06
4.6033365e-01,2.7039176e-01,2.0991318e-06
6.6519287e+00,2.7120141e-01,1.1084194e-05
4.6845384e+00,2.7124791e-01,2.7478500e-02
5.8693922e+00,2.7212413e-01,6.2557674e-05
1.9712615e-01,2.7256556e-01,1.6203360e-06
6.7211940e+00,2.7456850e-01,1.0692109e-05
1.4252707e-01,2.7474295e-01,1.6228565e-06
